#id	flamsteed	bayer	con 	ra	dec	mag
4898		Mu 1	Cru	125435.6	-571040	4.03
4899		Mu 2	Cru	125436.8	-571006	5.17
4900	41		Vir	125349.7	+122507	6.25
4901				125418.7	-113855	6.00
4902	40	Psi	Vir	125421.2	-093220	4.79
4903				125458.5	-440907	5.89
4904				125413.1	+333204	6.26
4905	77	Eps	UMa	125401.7	+555735	1.77
4906				125519.4	-425457	5.47
4907				125631.5	-721107	5.93
4908				125557.0	-565010	5.32
4909				125456.5	+471148	5.84
4910	43	Del	Vir	125536.2	+032351	3.38
4911				125553.3	-151937	6.17
4912				125630.1	-262737	6.62
4913				125704.4	-511155	5.16
4914	12	Alp1	CVn	125600.4	+381853	5.60
4915	12	Alp2	CVn	125601.7	+381906	2.90
4916	8		Dra	125528.5	+652619	5.24
4917				125617.6	+540558	5.82
4918				125733.2	-224514	6.31
4919				125707.7	+461037	6.12
4920	36		Com	125855.4	+172434	4.78
4921	44		Vir	125939.5	-034843	5.79
4922				130032.6	-333019	6.02
4923		Del	Mus	130216.2	-713256	3.62
4924	37		Com	130016.5	+304706	4.90
4925	46		Vir	130035.9	-032207	5.99
4926				130038.8	+182223	6.20
4927				125847.3	+752821	6.01
4928	9		Dra	125955.1	+663550	5.32
4929	38		Com	130109.6	+170723	5.96
4930				130305.2	-712834	6.03
4931	78		UMa	130043.8	+562159	4.93
4932	47	Eps	Vir	130210.6	+105733	2.83
4933		Xi 1	Cen	130333.2	-493138	4.85
4934				130146.8	+633637	6.00
4935				130346.1	-203459	5.58
4936				130240.4	+594258	6.53
4937	48		Vir	130354.4	-033948	6.59
4938				130448.1	-411148	6.26
4939				130530.8	-520654	6.43
4940				130616.7	-482749	4.71
4941				130635.1	-413519	5.59
4942		Xi 2	Cen	130654.6	-495422	4.27
4943	14		CVn	130544.5	+354756	5.25
4944				130724.2	-595138	5.99
4945				130552.3	+451607	5.63
4946	39		Com	130621.2	+210912	5.99
4947				130654.3	-355143	6.54
4948				130610.2	+290146	6.54
4949	40		Com	130622.6	+223658	5.60
4950				130449.7	+730131	6.31
4951				130738.3	-532735	5.71
4952		The	Mus	130807.0	-651823	5.51
4953				130622.7	+620231	6.14
4954	41		Com	130710.7	+273729	4.80
4955	49		Vir	130753.8	-104425	5.19
4956				130753.6	+273321	6.19
4957				130832.5	-085904	5.55
4958	45	Psi	Hya	130903.3	-230705	4.95
4959				130914.4	-093218	6.32
4960				130912.4	+100120	5.78
4961	50		Vir	130945.3	-101946	5.94
4962				130947.8	+165055	5.91
4963	51	The	Vir	130957.0	-053220	4.38
4964				130938.7	+372523	6.02
4965				131058.4	-523401	6.06
4966				131151.6	-695631	5.91
4967	15		CVn	130942.0	+383202	6.28
4968	42	Alp	Com	130959.3	+173146	5.22
4969	42	Alp	Com	130959.3	+173146	5.22
4970				131108.8	-421359	5.79
4971	17		CVn	131003.2	+382956	5.91
4972				131153.1	-631810	6.33
4973				131123.2	-432208	5.25
4974				130950.2	+621345	6.54
4975				131217.4	-595515	4.60
4976				131417.2	-782650	5.85
4977				131248.9	-661337	5.90
4978				131139.2	-263306	6.50
4979				131203.2	-374811	4.85
4980				131256.0	-594900	6.16
4981	53		Vir	131203.5	-161155	5.04
4982				131250.9	-424159	6.22
4983	43	Bet	Com	131152.4	+275241	4.26
4984				131208.4	+241529	6.33
4985				131323.5	-504200	5.89
4986				131232.9	+113322	5.77
4987				131235.9	+184506	6.53
4988				131412.1	-584102	5.89
4989				131414.8	-590612	4.92
4990	54		Vir	131326.8	-184936	6.28
4991				131357.5	-430820	6.16
4992				131312.4	+184337	6.11
4993		Eta	Mus	131514.9	-675340	4.80
4994				131525.7	-694047	6.37
4995	55		Vir	131410.9	-195551	5.33
4996				131443.1	-485724	5.89
4997				131343.0	+400910	4.92
4998				131431.3	+111954	5.67
4999				131509.7	-362216	6.19
5000				131644.8	-650818	6.07
5001	57		Vir	131558.8	-195635	5.22
5002				131713.0	-664701	4.87
5003				131332.0	+724756	6.59
5004	19		CVn	131532.0	+405119	5.79
5005				131625.5	-012326	6.68
5006				131653.1	-313022	5.10
5007				131614.3	+190306	6.45
5008				131713.9	-435846	5.84
5009				131225.4	+802817	6.25
5010				131632.3	+194707	6.45
5011	59		Vir	131646.5	+092527	5.22
5012				131918.9	-720208	6.04
5013				131715.6	+134032	5.33
5014				131729.9	-004036	6.37
5015	60	Sig	Vir	131736.3	+052811	4.80
5016				131834.6	-511710	6.19
5017	20		CVn	131732.5	+403421	4.73
5018				131628.6	+682429	6.20
5019	61		Vir	131824.3	-181841	4.74
5020	46	Gam	Hya	131855.3	-231018	3.00
5021				131851.1	+034116	6.62
5022				131827.8	+340553	5.82
5023	21		CVn	131814.5	+494055	5.15
5024				132034.9	-594624	6.18
5025				131904.2	+350741	6.02
5026				132037.8	-524453	5.48
5027				132048.3	-554802	6.02
5028		Iot	Cen	132035.8	-364244	2.75
5029				132057.7	-465250	5.77
5030				132252.6	-720848	6.05
5031				132041.6	+025630	6.26
5032	23		CVn	132019.0	+400902	5.60
5033				132129.9	-192920	6.21
5034				132235.7	-605820	6.18
5035				132237.9	-605918	4.53
5036				132216.2	-521059	5.83
5037				132141.6	+020514	5.69
5038				132252.7	-475635	6.16
5039				132302.6	-483346	6.38
5040	64		Vir	132209.7	+050917	5.87
5041				132400.5	-643209	4.53
5042		Iot1	Mus	132507.1	-745316	5.05
5043				132308.7	-331124	6.22
5044	63		Vir	132301.1	-174407	5.37
5045				132203.8	+435411	6.35
5046				132352.3	-494923	6.48
5047	65		Vir	132318.9	-045528	5.89
5048				132513.9	-642907	5.31
5049				132550.1	-703739	5.67
5050	66		Vir	132433.2	-050950	5.75
5051		Iot2	Mus	132718.3	-744131	6.63
5052				132354.0	+370202	6.07
5053				132430.5	+122555	6.44
5054	79	Zet	UMa	132355.5	+545531	2.27
5055	79	Zet	UMa	132356.4	+545518	3.95
5056	67	Alp	Vir	132511.6	-110941	0.98
5057				132506.7	+235116	5.78
5058				132607.8	-394519	5.09
5059				132611.4	-011133	5.97
5060				132656.1	-412953	5.69
5061				132706.3	-490838	6.31
5062	80		UMa	132513.5	+545917	4.01
5063				132720.8	-492251	6.28
5064	68		Vir	132643.2	-124228	5.25
5065				132714.7	-400947	6.40
5066				132846.4	-693741	6.20
5067				132616.6	+460141	5.88
5068	69		Vir	132727.2	-155825	4.76
5069				132907.6	-644033	6.11
5070				132559.9	+631540	6.50
5071				132925.2	-510955	5.06
5072	70		Vir	132825.8	+134644	4.98
5073				132608.1	+722329	5.79
5074				132704.6	+644408	6.66
5075				132710.7	+644310	7.04
5076				132759.5	+524445	6.34
5077				132826.2	+404347	6.47
5078				132914.9	-012152	6.43
5079				132811.7	+503514	6.80
5080				132942.8	-231653	4.97
5081	71		Vir	132913.0	+104906	5.65
5082				133314.8	-773406	6.48
5083				132845.7	+504306	6.43
5084		Kap	Oct	134055.5	-854710	5.58
5085				132827.1	+595645	5.40
5086				133000.1	+071044	6.17
5087				132957.6	+060048	6.51
5088	72		Vir	133025.7	-062813	6.09
5089				133102.7	-392427	3.88
5090				133133.3	-280646	6.47
5091				132656.7	+783838	5.77
5092				133205.3	-382357	6.16
5093				133335.7	-653757	6.37
5094	73		Vir	133202.8	-184344	6.01
5095	74		Vir	133157.9	-061521	4.69
5096				133115.8	+420622	6.08
5097				133235.9	-284134	5.69
5098				133234.5	-293355	6.45
5099	75		Vir	133251.7	-152147	5.55
5100	76		Vir	133258.1	-100954	5.21
5101				133300.7	-071142	6.68
5102				133248.1	+242047	6.11
5103				133428.9	-481620	6.33
5104				133443.6	-331839	6.44
5105	78		Vir	133407.9	+033932	4.94
5106				133440.5	-131252	5.91
5107	79	Zet	Vir	133441.6	-003545	3.37
5108				133421.8	+384721	6.37
5109	81		UMa	133407.3	+552055	5.60
5110				133447.8	+371057	4.98
5111	80		Vir	133531.3	-052346	5.73
5112	24		CVn	133427.3	+490058	4.70
5113				133712.2	-614131	5.63
5114				133533.3	+101217	6.49
5115				133911.9	-754102	6.34
5116				133514.1	+441149	6.84
5117				133650.5	-342804	6.50
5118				133706.0	-440836	5.98
5119				133845.7	-702642	6.10
5120				133648.4	-262942	5.78
5121				133723.7	-462542	5.90
5122				133807.6	-582454	6.42
5123				133659.1	+243648	5.74
5124				133849.1	-573723	6.01
5125				134000.6	-704718	6.59
5126				133639.8	+492912	6.49
5127	25		CVn	133727.6	+361742	4.82
5128				133842.0	-293339	5.83
5129				133807.9	+141806	6.52
5130				134010.9	-643437	5.79
5131				133442.8	+763248	6.57
5132		Eps	Cen	133953.2	-532759	2.30
5133				133743.0	+504253	6.48
5134				133959.7	-495701	6.00
5135				133940.8	-394453	6.27
5136				133948.6	-400307	5.60
5137				133902.3	+181555	6.48
5138				133934.6	+104446	5.57
5139				133711.0	+711432	5.50
5140				134201.1	-584714	5.38
5141				134144.7	-543336	5.01
5142	82		UMa	133930.4	+525517	5.46
5143				134015.6	+310043	6.21
5144	1		Boo	134040.5	+195720	5.75
5145				134039.1	+280355	6.23
5146				134130.9	-232659	6.59
5147				134145.7	-333549	6.05
5148				134023.2	+503110	6.32
5149	2		Boo	134102.3	+222945	5.62
5150	82		Vir	134136.8	-084211	5.01
5151				134256.1	-564605	6.00
5152				134254.6	-504726	6.41
5153				134021.3	+571227	6.29
5154	83		UMa	134044.3	+544054	4.66
5155				134255.0	-412404	5.98
5156				134212.7	+082318	6.16
5157				134340.0	-420403	5.98
5158				134415.9	-510047	6.47
5159	84		Vir	134303.7	+033217	5.36
5160				134228.8	+414027	6.30
5161				134243.4	+345920	5.98
5162				134129.9	+644921	5.85
5163				134354.3	-052956	6.51
5164				134345.2	+224201	6.13
5165	83		Vir	134429.8	-161045	5.60
5166				134445.7	-253003	6.21
5167				134536.9	-260658	5.81
5168	1		Cen	134541.2	-330238	4.23
5169				134354.7	+520352	6.02
5170	85		Vir	134535.1	-154603	6.19
5171				134710.7	-623524	6.51
5172				134639.3	-512558	4.65
5173	86		Vir	134556.3	-122536	5.51
5174				134656.4	-361507	5.15
5175				134727.6	-501458	5.91
5176				134738.4	-501916	5.45
5177				134513.2	+555246	6.50
5178				134713.5	-094233	6.05
5179				134613.5	+410519	5.87
5180				134619.0	+383014	5.94
5181	87		Vir	134725.4	-175136	5.43
5182	3		Boo	134643.3	+254208	5.95
5183				134657.1	+062102	6.33
5184				134239.3	+780352	5.91
5185	4	Tau	Boo	134715.7	+172724	4.50
5186				134659.8	+383234	5.50
5187	84		UMa	134635.7	+542558	5.70
5188				135538.7	-823958	5.95
5189				134855.1	-354214	6.53
5190		Nu	Cen	134930.3	-414116	3.41
5191	85	Eta	UMa	134732.4	+491848	1.86
5192	2		Cen	134926.7	-342703	4.19
5193		Mu	Cen	134937.0	-422826	3.04
5194				135147.4	-692405	5.75
5195				134838.7	+311125	5.62
5196	89		Vir	134952.3	-180803	4.97
5197				135006.5	-290453	6.18
5198				135019.4	-395404	6.44
5199				134857.2	+393234	7.4 
5200	5	Ups	Boo	134928.6	+154752	4.07
5201	6		Boo	134942.8	+211551	4.91
5202				135034.5	-195350	6.53
5203				134223.1	+824509	5.98
5204				134945.0	+363758	6.38
5205				135024.7	+052950	6.01
5206				135147.2	-465357	5.77
5207				135204.8	-524842	5.25
5208				135136.6	-362600	6.35
5209				135120.4	-242327	6.45
5210	3		Cen	135149.6	-325940	4.56
5211	3		Cen	135150.1	-325941	6.06
5212				135200.9	-313710	6.12
5213				134945.5	+612921	5.96
5214				135104.5	+344621	6.65
5215				135109.2	+343952	5.87
5216				135027.7	+583222	6.46
5217				135343.1	-532225	5.89
5218				135448.9	-673909	5.71
5219				135147.5	+342639	4.74
5220				135218.4	+120955	6.04
5221	4		Cen	135312.5	-315540	4.73
5222				135332.8	-353951	5.54
5223				135356.9	-470741	6.10
5224				135352.2	-351852	6.19
5225	7		Boo	135312.9	+175558	5.70
5226	10		Dra	135125.9	+644324	4.65
5227				135059.2	+681855	6.40
5228				135416.6	-283411	6.04
5229				135310.3	+283853	5.90
5230				135512.2	-520940	5.71
5231		Zet	Cen	135532.4	-471718	2.55
5232	90		Vir	135442.1	-013011	5.15
5233				135458.2	-080332	6.19
5234				135619.8	-540755	6.14
5235	8	Eta	Boo	135441.1	+182352	2.68
5236				135633.0	-544216	6.00
5237				135544.5	-311706	6.51
5238	86		UMa	135351.0	+534343	5.70
5239				135619.5	-463533	5.83
5240				140032.8	-783524	6.09
5241				135738.9	-634112	4.71
5242				135831.2	-654802	6.20
5243				135550.0	+140323	6.16
5244	92		Vir	135627.9	+010302	5.91
5245				135610.5	+320157	6.32
5246				135727.7	-230122	6.14
5247	9		Boo	135634.2	+272931	5.01
5248		Phi	Cen	135816.3	-420603	3.83
5249		Ups1	Cen	135840.8	-444813	3.87
5250	47		Hya	135831.1	-245820	5.15
5251				135917.3	-502212	5.91
5252				140017.3	-612853	6.49
5253				140052.2	-661607	5.97
5254				135839.9	+143858	6.00
5255	10		Boo	135838.9	+214146	5.76
5256				135732.1	+612934	6.37
5257	48		Hya	140000.1	-250037	5.77
5258				135949.3	-033259	6.40
5259				140119.0	-401320	6.13
5260		Ups2	Cen	140143.4	-453613	4.34
5261		The	Aps	140519.8	-764748	5.5 
5262				140120.4	+085341	5.99
5263	11		Boo	140110.5	+272312	6.23
5264	93	Tau	Vir	140138.8	+013240	4.26
5265				140222.8	-272548	5.48
5266				140326.2	-561249	5.92
5267		Bet	Cen	140349.4	-602223	0.61
5268				140301.7	-314102	6.18
5269				140327.5	-412524	6.11
5270				140231.8	+094111	6.20
5271				140212.2	+454513	6.27
5272				140353.1	-222518	6.30
5273				140332.3	+104712	6.30
5274				140336.8	+073247	6.26
5275				140355.8	+045403	6.24
5276				140414.6	-052253	6.39
5277				140427.0	-145818	6.28
5278				140546.5	-544010	6.17
5279				140827.1	-745101	6.02
5280				140259.7	+505819	6.15
5281				140625.1	-594256	6.42
5282				140150.6	+684043	6.34
5283				140437.5	+021751	6.28
5284				140514.0	-162009	6.56
5285		Chi	Cen	140602.8	-411047	4.36
5286				140610.9	-430531	6.20
5287	49	Pi	Hya	140622.3	-264057	3.27
5288	5	The	Cen	140641.0	-362212	2.06
5289				140814.3	-631229	6.40
5290	95		Vir	140642.8	-091848	5.46
5291	11	Alp	Dra	140423.3	+642233	3.65
5292				140856.3	-591636	6.34
5293				141030.9	-701820	6.05
5294				140851.9	-432816	6.17
5295				141101.9	-694311	6.06
5296				140935.0	-513017	6.00
5297				140954.8	-532621	4.75
5298	96		Vir	140900.6	-102004	6.47
5299				140755.8	+435116	5.27
5300	13		Boo	140817.3	+492729	5.25
5301				141050.5	-161807	4.91
5302				140846.0	+592016	6.46
5303		Eta	Aps	141813.8	-810028	4.91
5304	12		Boo	141023.9	+250530	4.83
5305	3		UMi	140656.4	+743537	6.45
5306				141654.9	-773950	6.47
5307				141131.2	+012144	6.43
5308				141316.4	-533957	5.56
5309				141224.5	-242151	6.34
5310				141115.1	+321744	6.11
5311				141339.9	-543733	6.11
5312	50		Hya	141246.0	-271540	5.08
5313				141215.8	+022434	5.01
5314				141313.2	-263644	6.24
5315	98	Kap	Vir	141253.8	-101625	4.19
5316				141457.0	-570509	5.07
5317				141340.8	-005044	5.91
5318				141442.6	-415015	5.61
5319				141521.2	-533035	6.39
5320				141638.6	-663516	5.75
5321	4		UMi	140850.9	+773251	4.82
5322				141421.3	-055651	6.36
5323	14		Boo	141405.2	+125734	5.54
5324				141501.3	-291655	6.08
5325				141538.8	-450003	6.31
5326				141634.2	-595450	6.39
5327				142423.3	-825055	6.42
5328	17	Kap1	Boo	141327.7	+514716	6.69
5329	17	Kap2	Boo	141329.0	+514725	4.54
5330	15		Boo	141450.8	+100602	5.29
5331				141453.0	+032010	6.45
5332				141524.1	-181203	5.43
5333				141441.0	+215224	6.39
5334				141204.0	+692557	5.24
5335				141423.5	+413108	6.24
5336		Eps	Aps	142222.7	-800632	5.06
5337				141618.3	-331429	6.55
5338	99	Iot	Vir	141600.9	-060002	4.08
5339		Del	Oct	142654.9	-834004	4.32
5340	16	Alp	Boo	141539.7	+191057	0.04
5341				141621.5	-063719	6.44
5342				141630.1	-031147	6.15
5343				141604.2	+185443	5.98
5344				141703.8	-183507	6.22
5345				141516.9	+523209	6.58
5346				141632.8	+200717	6.25
5347				141624.2	+394441	6.38
5348				141823.8	-331314	6.54
5349				141951.5	-611623	5.23
5350	21	Iot	Boo	141609.9	+512202	4.75
5351	19	Lam	Boo	141623.0	+460518	4.18
5352				141728.4	+151548	5.80
5353				141800.6	-073233	6.47
5354		Iot	Lup	141924.2	-460328	3.55
5355				141838.3	-184258	5.90
5356				141900.8	-254856	5.87
5357				141923.9	-370013	5.94
5358				142019.5	-562312	4.33
5359	100	Lam	Vir	141906.6	-132216	4.52
5360				141721.1	+511826	6.20
5361				141759.8	+353034	4.81
5362				142009.7	-430332	5.56
5363				141749.2	+480006	6.32
5364				142042.5	-451114	4.77
5365	18		Boo	141916.3	+130015	5.41
5366	102	Ups	Vir	141932.5	-021556	5.14
5367		Psi	Cen	142033.4	-375307	4.05
5368				141940.9	+002303	6.19
5369				141855.7	+384603	6.86
5370	20		Boo	141945.2	+161825	4.86
5371				142237.0	-582734	4.92
5372				141855.8	+545151	6.53
5373				141947.7	+384738	6.33
5374				142008.7	+302545	6.44
5375				142238.7	-481913	6.09
5376				142219.7	-344713	5.56
5377				142320.3	-504620	6.02
5378				142302.2	-393044	4.42
5379				142506.3	-681143	5.61
5380				142348.4	-531036	6.00
5381	51		Hya	142305.8	-274514	4.77
5382				142539.5	-661024	6.36
5383	2		Lib	142325.6	-114251	6.21
5384				142315.3	+011430	6.27
5385				142322.6	+082642	6.86
5386				142322.7	+082648	5.12
5387				142306.8	+252017	6.22
5388				142400.9	+081437	5.95
5389				142936.8	-764345	6.07
5390				142448.6	-244823	5.32
5391				142707.1	-654918	5.85
5392				142411.3	+054912	5.10
5393				142440.9	-114011	6.49
5394				142418.3	+080506	6.19
5395		Tau1	Lup	142608.2	-451317	4.56
5396		Tau2	Lup	142610.8	-452246	4.35
5397				142529.8	-195811	6.61
5398				142613.4	-421909	6.32
5399				142547.7	-265109	6.48
5400				142649.9	-395226	6.35
5401				142712.2	-460804	5.83
5402				142529.2	+382335	6.27
5403				142843.5	-591152	6.45
5404	23	The	Boo	142511.8	+515103	4.05
5405	22		Boo	142627.4	+191337	5.39
5406	104		Vir	142724.4	-060713	6.17
5407	52		Hya	142810.4	-292930	4.97
5408				143116.5	-674302	5.83
5409	105	Phi	Vir	142812.1	-021341	4.81
5410	106		Vir	142841.7	-065402	5.42
5411				142727.3	+410130	6.63
5412				143008.6	-451918	5.50
5413				143020.9	-493109	5.37
5414				142831.5	+281721	7.62
5415				142833.3	+281727	7.12
5416				142816.4	+361149	6.10
5417				143056.5	-405042	6.39
5418				142950.5	+004944	5.94
5419				143110.8	-385211	5.97
5420	24		Boo	142837.8	+495041	5.59
5421				143232.9	-565316	6.93
5422				142949.7	+314728	6.06
5423				142936.8	+414745	6.35
5424				143045.4	+044620	6.02
5425		Sig	Lup	143236.9	-502725	4.42
5426				143332.4	-545954	5.87
5427				143329.9	-524048	5.87
5428				143309.6	-304251	6.09
5429	25	Rho	Boo	143149.8	+302217	3.58
5430	5		UMi	142731.5	+754146	4.25
5431				143408.0	-420559	6.60
5432				143517.2	-600057	6.40
5433				143220.2	+264038	6.01
5434	26		Boo	143232.5	+221536	5.92
5435	27	Gam	Boo	143204.7	+381830	3.03
5436				143046.1	+631108	6.09
5437				143142.8	+601332	6.27
5438				143450.7	-202621	6.50
5439				143531.5	-413102	5.87
5440		Eta	Cen	143530.4	-420928	2.31
5441				143320.3	+365734	6.43
5442				143230.9	+552352	5.76
5443				143746.3	-675556	6.04
5444				143619.0	-461443	5.55
5445				143411.7	+323204	6.33
5446				143624.2	-393550	6.13
5447	28	Sig	Boo	143440.8	+294442	4.46
5448				143438.5	+363733	6.03
5449				143644.2	-401242	5.74
5450				143720.1	-460802	5.41
5451				143415.9	+570355	6.48
5452				143439.6	+492206	5.74
5453		Rho	Lup	143753.2	-492533	4.05
5454				143606.9	+231501	6.38
5455				143659.8	-121819	6.20
5456				143819.6	-384739	6.02
5457				143911.0	-463503	6.07
5458				143924.7	-490320	6.39
5459		Alp1	Cen	143935.9	-605007	0.01
5460		Alp2	Cen	143936.1	-605008	1.33
5461				144032.8	-562627	6.30
5462				143814.0	+181754	5.91
5463		Alp	Cir	144230.4	-645831	3.19
5464				143812.5	+433831	5.70
5465				144155.7	-583658	6.22
5466				144101.4	-360806	5.67
5467				143815.2	+540124	5.85
5468	33		Boo	143850.2	+442416	5.39
5469		Alp	Lup	144155.8	-472318	2.30
5470		Alp	Aps	144751.6	-790241	3.83
5471				144157.6	-374737	4.00
5472				144021.9	+215832	6.10
5473				144042.4	+133203	5.91
5474				144151.1	-305600	6.37
5475	29	Pi 1	Boo	144043.6	+162506	4.94
5476	29	Pi 2	Boo	144043.9	+162504	5.88
5477	30	Zet	Boo	144108.9	+134342	4.83
5478	30	Zet	Boo	144108.9	+134342	4.43
5479				143338.3	+793937	6.26
5480	31		Boo	144138.8	+080942	4.86
5481	32		Boo	144143.5	+113938	5.56
5482				144517.3	-625233	5.36
5483				144154.2	+210725	6.38
5484	4		Lib	144313.6	-245951	5.73
5485				144339.4	-351025	4.05
5486				144455.5	-582840	6.11
5487	107	Mu	Vir	144303.6	-053930	3.88
5488				144510.9	-553607	6.10
5489				144459.2	-351131	4.92
5490	34		Boo	144325.4	+263140	4.81
5491				152819.1	-880759	6.48
5492				144203.2	+611543	6.25
5493				144344.4	+402733	5.73
5494				144629.1	-472628	5.74
5495				144701.3	-522301	5.21
5496				144511.7	-012504	6.07
5497	54		Hya	144600.1	-252635	4.94
5498				144712.3	-521220	6.07
5499				144606.8	-230911	5.81
5500				144844.4	-663538	5.91
5501	108		Vir	144530.2	+004302	5.69
5502	35	Omi	Boo	144514.5	+165752	4.60
5503	5		Lib	144557.8	-152735	6.33
5504				144610.9	-211034	6.40
5505	36	Eps	Boo	144459.2	+270430	5.12
5506	36	Eps	Boo	144459.2	+270427	2.70
5507				144520.7	+185305	6.13
5508				144705.1	-381727	5.94
5509				144732.1	-433327	6.30
5510				144513.7	+324718	6.28
5511	109		Vir	144614.9	+015334	3.72
5512				144606.0	+150755	5.63
5513				144713.7	-211929	6.06
5514	55		Hya	144722.5	-253728	5.63
5515				144906.9	-564004	6.23
5516	56		Hya	144744.8	-260515	5.24
5517	57		Hya	144757.5	-263847	5.77
5518				144754.9	-125023	6.35
5519				144838.1	-363805	6.04
5520				145313.7	-731124	5.60
5521				144918.7	-241506	5.68
5522				144854.1	-005052	6.14
5523	7	Mu	Lib	144919.1	-140856	5.31
5524				144823.3	+242200	6.14
5525		Pi 1	Oct	150150.8	-831340	5.65
5526	58		Hya	145017.3	-275737	4.41
5527				145235.0	-634836	5.87
5528		Omi	Lup	145138.4	-433432	4.32
5529				144906.7	+374840	6.16
5530	8	Alp1	Lib	145041.2	-155950	5.15
5531	9	Alp2	Lib	145052.7	-160230	2.75
5532				144958.4	+283657	5.80
5533	38		Boo	144918.7	+460658	5.74
5534				145015.8	+235443	5.85
5535	11		Lib	145101.0	-021757	4.94
5536				145100.1	-001526	6.18
5537				144932.3	+512229	6.51
5538	39		Boo	144941.3	+484314	5.69
5539		Zet	Cir	145442.4	-655929	6.09
5540				145752.9	-763946	5.34
5541				145029.6	+371619	5.48
5542				145233.1	-303437	6.29
5543				145251.1	-374812	5.03
5544	37	Xi	Boo	145123.3	+190604	4.55
5545		Pi 2	Oct	150446.7	-830218	5.65
5546				145534.6	-600651	5.20
5547				150011.8	-770937	5.93
5548	12		Lib	145420.1	-243832	5.30
5549				145438.0	-331802	5.82
5550				145323.3	+154216	6.40
5551		The	Cir	145644.0	-624651	5.11
5552				145126.4	+591738	5.46
5553				145323.7	+190910	6.01
5554	13	Xi 1	Lib	145422.9	-115354	5.80
5555				145956.0	-750157	6.20
5556				145617.3	-524835	5.38
5557		Ome	Oct	151108.3	-844715	5.91
5558				145544.7	-335121	5.32
5559				145632.0	-475245	5.64
5560				145701.4	-512649	6.64
5561				145635.8	-392458	6.36
5562				145630.9	-323812	6.06
5563	7	Bet	UMi	145042.3	+740920	2.08
5564	15	Xi 2	Lib	145646.1	-112435	5.46
5565				145713.6	-290928	6.29
5566				145808.8	-485147	6.35
5567				145613.2	+142647	5.77
5568				145728.0	-212456	5.74
5569				145558.7	+321801	6.12
5570	16		Lib	145711.0	-042047	4.49
5571		Bet	Lup	145831.9	-430802	2.68
5572				145836.8	-395424	6.15
5573				145733.3	-001003	5.53
5574				145703.6	+213319	6.49
5575				145711.7	+162318	5.71
5576		Kap	Cen	145909.7	-420615	3.13
5577	59		Hya	145839.2	-273926	5.65
5578	17		Lib	145813.4	-110918	6.60
5579				145913.9	-375253	6.47
5580				145927.1	-430936	6.10
5581				145623.0	+493743	5.63
5582	18		Lib	145853.6	-110839	5.87
5583				145852.8	-045921	6.09
5584				145923.1	+043404	5.93
5585				150113.0	-380330	5.89
5586	19	Del	Lib	150058.4	-083108	4.92
5587				150158.1	-342132	6.22
5588	40		Boo	145936.9	+391555	5.64
5589				145735.0	+655557	4.60
5590				150119.8	-024518	5.52
5591	60		Hya	150206.4	-280338	5.85
5592				150052.4	+220244	6.38
5593		Eta	Cir	150448.2	-640154	5.17
5594				150148.9	-000826	5.71
5595				150259.3	-323836	5.44
5596				145020.4	+823043	5.64
5597				150038.7	+471640	6.37
5598				150708.7	-715419	6.52
5599				150244.9	-030153	6.61
5600	41	Ome	Boo	150206.5	+250029	4.81
